OBJECTID,name,dam_name,district,dist_sym,division,div_sym,dry,dist_to_infest_km,surface_area_km,connectivity,num_connections,perc_open_water_25mi,perc_perennial_snowice_25mi,perc_dev_openspace_25mi,perc_dev_lowintensity_25mi,perc_dev_medintensity_25mi,perc_dev_highintensity_25mi,perc_barren_25mi,perc_forest_25mi,perc_shrubscrub_25mi,perc_herbaceous_25mi,perc_haypasture_25mi,perc_crops_25mi,perc_wetland_25mi,perc_open_water_50mi,perc_perennial_snowice_50mi,perc_dev_openspace_50mi,perc_dev_lowintensity_50mi,perc_dev_medintensity_50mi,perc_dev_highintensity_50mi,perc_barren_50mi,perc_forest_50mi,perc_shrubscrub_50mi,perc_herbaceous_50mi,perc_haypasture_50mi,perc_crops_50mi,perc_wetland_50mi,mean_elev_m,mean_slope,perc_alluvial_25mi,perc_eolian_25mi,perc_glacial_glaciofluvial_25mi,perc_colluvial_25mi,perc_organic_rich_25mi,perc_proglacial_25mi,perc_resid_volcanic_art_wat_25mi,hardness_range,min_hardness,max_hardness,surface_ar,winter_total_precip,spring_total_precip,summer_total_precip,fall_total_precip,winter_mean_temp,spring_mean_temp,summer_mean_temp,fall_mean_temp,winter_min_temp,spring_min_temp,summer_min_temp,fall_min_temp,winter_max_temp,spring_max_temp,summer_max_temp,fall_max_temp,winter_mean_dewp,spring_mean_dewp,summer_mean_dewp,fall_mean_dewp,winter_min_vpd,spring_min_vpd,summer_min_vpd,fall_min_vpd,winter_max_vpd,spring_max_vpd,summer_max_vpd,fall_max_vpd,mean_ndci_fall,mean_ndci_spring,mean_ndci_summer,mean_ndci_winter,min_ndci_fall,min_ndci_spring,min_ndci_summer,min_ndci_winter,max_ndci_fall,max_ndci_spring,max_ndci_summer,max_ndci_winter,mean_total_visits,min_Ca,max_Ca,avg_Ca,min_pH,max_pH,avg_pH,infest_status
279,Conestoga Lake,Conestoga Dam - Salt Creek Site 12,Omaha District,NWO,Northwestern Division,NWD,No,75.48254614,0.733875958,None,0,0.873413377,0,3.519535854,3.094612579,1.928706402,0.773657433,0.079070651,4.695407333,0.025539306,19.10135948,1.529819841,63.79639633,0.582481409,1.095013428,0,3.327288689,2.212782035,1.221331276,0.428589314,0.146487013,4.044678648,0.029248561,14.29326176,1.587524824,70.69444246,0.919351989,376,0.219268367,0,0,100,0,0,0,0,119.0-225.0,119,225,0.733875958,70.67069817,241.6759033,299.1077957,167.2989006,-2.681899865,10.57893276,23.65383275,11.67259979,-9.759200096,-1.806399941,16.51309967,-2.228800058,4.002599716,22.82349968,30.86349869,26.01809883,-7.093366464,3.569666425,17.32553291,5.191299955,0.423999935,0.71999979,1.523800373,0.713300288,4.831299782,16.54299927,23.80649948,20.21069908,0.147051092,0.049076996,0.142853174,0.008472921,-0.013672024,-0.069321695,0.031970484,-0.086404037,0.241168802,0.198042717,0.267039759,0.107939329,724419.0909,45.59005737,45.59005737,45.59005737,8.356627464,8.356627464,8.356627464,0
67,Copan Lake,Copan Lake,Tulsa District,SWT,Southwestern Division,SWD,No,46.80618973,12.99114768,None,0,1.508502448,0,3.229924866,1.440985374,0.584000903,0.182535032,0.088104297,24.6137529,1.170120637,26.27195601,33.52142341,6.646171611,0.742522518,2.088204807,0,3.060086877,1.608731689,0.726667332,0.241186545,0.128865528,19.62789921,0.990182043,31.41024644,30.72590161,8.527306385,0.864721539,215.4736842,0.323037186,4.06351848,0,0,0,0,0,95.93648152,119.0-225.0,119,225,12.99114768,128.1597977,338.4116898,315.5106964,231.4246979,2.815699935,14.25809924,26.0255324,15.34809971,-4.74090004,2.291499853,18.84000015,2.068599939,10.46749973,25.24449921,33.11639786,28.6826992,-2.815200011,7.956899643,19.58209991,9.014299711,0.508200109,0.960100174,1.628001094,0.809499979,8.144000053,15.8786993,29.29109955,22.58300018,0.093728686,0.060322359,0.089554427,0.048982767,0.024585488,-0.00754858,0.022941749,0.005977775,0.165712488,0.092731195,0.150451113,0.099329747,210454.5455,50.44971466,52.03794098,50.85619199,7.599535465,7.731935978,7.685262393,0
180,Coralville Lake,Coralville Dam,Rock Island District,MVR,Mississippi Valley Division,MVD,No,32.59144213,20.02203242,None,0,1.103133769,0,3.056381056,3.845531196,2.276946872,0.694357448,0.198739044,7.911613301,0.046369828,2.592669696,10.41485174,63.10183029,4.757575766,1.094221631,0,2.336157476,3.03777922,1.460681187,0.372035959,0.145118695,7.63738937,0.061797571,2.491272892,10.47204927,67.00058462,3.890912119,211.4482759,0.350532115,15.87865169,3.982022472,7.348314607,72.79101124,0,0,0,119.0-325.0,119,325,20.02203242,106.3387985,267.5876923,358.0326996,219.5916939,-4.5072999,9.516732852,22.3022995,10.84646622,-11.02839947,-2.760999918,15.81110001,-1.871899962,1.396799922,22.08849907,28.95319939,24.64359856,-7.499699752,3.440133413,17.07676665,5.610600074,0.300199956,0.548600316,0.925000131,0.533500195,2.726399899,14.94339943,18.52299881,16.73999977,0.159855424,0.114484162,0.186181225,0.051161407,0.012323831,-0.020341184,0.078135151,-0.013299562,0.333754789,0.273806845,0.364053265,0.159164826,1038358.879,66.09051514,68.81484985,68.23676263,7.6432724,7.957480431,7.721435259,0
157,Cordell Hull Lake,Cordell Hull Dam,Nashville District,LRN,Great Lakes and Ohio River Division,LRD,No,51.27431516,48.81381525,Lock and Dam,1,2.451692322,0,4.725028615,2.155313399,0.871511452,0.276338255,0.16561209,57.16174322,0.734199521,0.674043738,28.29682281,2.207691073,0.28000351,2.055852099,0,5.498975256,2.964827122,1.557533409,0.578691359,0.226646216,51.8569224,1.020102792,1.091487656,27.7509255,4.990825518,0.407210668,164.8732394,1.023341703,0,0,0,0,0,0,100,45.0-119.0,45,119,48.81381525,375.0927963,380.8765945,364.9589005,277.4497986,4.086333195,14.10326672,24.50789897,15.12876606,-2.64470005,2.385200024,17.24950027,2.334399939,10.73639965,25.60699844,31.32359886,27.95809937,-0.578699976,7.775299788,19.21156693,9.570399443,0.40509966,0.561300397,0.479799509,0.474800289,7.203799725,17.77409935,22.66309929,20.0007,0.013473716,-0.0049918,0.01975213,-0.025036802,-0.09443076,-0.122411087,-0.04035023,-0.10373444,0.110315927,0.256767842,0.093189557,0.042219012,804050,27.20109558,40.36633301,30.39755257,7.488697529,7.69984436,7.552999262,0
309,Cottage Grove Lake,Cottage Grove Dam,Portland District,NWP,Northwestern Division,NWD,No,773.4122371,4.187549858,None,0,0.758452708,0,2.627759289,1.291982186,1.1039245,0.487274715,0.357144006,65.15693178,8.223476262,9.129600154,9.432547147,0.056769401,1.374137848,0.709400301,0,2.331162117,0.886695534,0.648061811,0.257229325,0.18784596,68.79067287,7.669555468,7.87291745,8.439699435,1.012979418,1.193780311,244.3333333,1.136031361,0.08583691,0,0,0,0,0,99.91416309,21.0-45.0,21,45,4.187549858,498.294693,333.7208023,65.99069786,304.4159012,5.310199896,10.356733,18.2123998,12.11966642,1.197299957,2.437899828,9.139900208,3.330099821,11.02400017,19.5352993,27.93249893,24.88329887,2.420233329,5.368766467,10.39659977,6.851433277,0.201399863,0.335701168,0.906500518,0.279300153,5.885599613,12.9989996,25.42159843,20.97049904,0.047934744,-0.046422383,-0.002746787,0.03837044,-0.004555296,-0.155237714,-0.134548132,-0.115003092,0.096282287,0.03620287,0.086313264,0.110920982,121081,7.037527561,7.18826437,7.188069913,7.521048546,7.608102798,7.52116085,0
303,Cottonwood Springs Lake,Cottonwood Springs Dam,Omaha District,NWO,Northwestern Division,NWD,No,70.50770102,0.076571646,None,0,0.437962515,0,0.73190355,0.381274512,0.188423291,0.027215142,0.05222507,20.35774873,5.801358167,67.42428021,2.052651761,2.090262912,0.454694139,0.280346841,0,0.609582576,0.389758759,0.291346622,0.080769317,2.337103244,16.59828183,5.232481714,70.23349139,1.317709445,1.775678299,0.853449967,1207.5,1.8562585,0,0,0,0,0,0,100,400.0-430.0,400,430,0.076571646,38.43369865,175.6327991,200.6116982,86.52280045,-2.506199916,7.369633118,20.55449931,9.25729998,-9.610499382,-4.65170002,10.61909962,-4.65170002,4.845999718,19.45209885,30.15259933,25.06040001,-9.972799937,-1.342900038,10.15749963,-0.939166625,0.787899792,0.9981004,2.147199869,1.321899772,6.491999626,15.77329922,31.42490005,25.65040016,0.124975674,0.044566998,0.044143956,0.043916946,0.021806278,-0.012257168,-0.144591703,-0.056012742,0.327250047,0.155782766,0.261121085,0.183774852,11759.72727,244.7322388,244.7322388,244.7322388,8.035322189,8.035322189,8.035322189,0
310,Cougar Lake,Cougar Dam,Portland District,NWP,Northwestern Division,NWD,No,806.6060278,4.62896448,None,0,0.940175562,0.206502517,0.589967692,0.079848255,0.026698012,0.003425579,2.699064556,75.60228749,6.558094751,12.90010151,0.159865484,0.00079879,0.233169807,1.096932815,0.096937099,1.538305376,1.043613497,0.675470032,0.239061527,1.158960859,64.10285046,12.75605055,8.847126186,6.193766101,1.103318115,1.147607383,536.25,3.594137058,0,0,0,0,0,0,100,21.0-45.0,21,45,4.62896448,845.7657928,553.8416824,114.1015987,515.0815887,3.170300007,9.328399817,18.75686646,11.08296649,0.021299999,1.293200016,9.03319931,2.350800037,7.946499825,19.70149994,28.63339996,24.61949921,-0.102633336,3.153066675,8.974733035,4.493099848,0.394299328,0.473400205,1.119600296,0.429900318,4.286999702,15.32249928,28.75229836,21.15600014,0.033991162,-0.011272662,-0.009881357,0.067503855,-0.006935623,-0.046719403,-0.048639663,0.027496005,0.097006532,0.024271453,0.016882021,0.118536893,17667.90909,2.87501812,3.426307678,3.256300826,7.459590435,7.496963501,7.471115553,0
68,Council Grove Lake,Council Grove Lake,Tulsa District,SWT,Southwestern Division,SWD,No,1.881945099,10.59526772,None,0,0.717008294,0,2.24168395,1.1337181,0.314644844,0.083447199,0.045283105,5.910590474,0.128714828,67.50884576,4.84269228,16.73329907,0.340072097,1.832053616,0,2.596483506,1.775406963,0.655629264,0.200412408,0.103075148,6.911421191,0.119163576,50.49792007,9.050983436,25.58380534,0.673645489,388.2,0.25888923,0,0,0,0,0,0,100,225.0-325.0,225,325,10.59526772,83.90679932,273.0866852,338.8568954,189.445797,-0.037133336,12.3926328,24.91443316,13.55659946,-7.447399616,0.121999994,17.54100037,0.121999994,7.177700043,23.97729874,32.13899994,27.17910004,-5.386733214,5.557033261,18.18396695,6.830266461,0.504400015,0.890999615,1.979199886,0.866000175,6.526499748,16.13030052,26.53569984,20.75449944,-0.00109116,-0.013154981,0.01947837,-0.073617079,-0.031360471,-0.052011438,-0.027214865,-0.158360851,0.035758481,0.069291935,0.080542847,-0.037372764,269413.7273,63.95056152,72.1717453,67.51488256,7.646739483,7.710046291,7.704944117,1
216,Cowanesque Lake,Cowanesque Dam,Baltimore District,NAB,North Atlantic Division,NAD,No,0.343383209,4.351658494,None,0,0.558665139,0,5.073248038,1.427772534,0.704597002,0.241785858,0.159102046,62.07101051,0.453132228,0.379145413,24.44091404,2.963260021,1.527367173,1.38443859,0,4.697262091,1.188503704,0.497747322,0.166435921,0.141929534,65.60015123,0.602251184,0.397210962,18.64726408,4.840063148,1.836742232,324.6666667,1.439990742,97.20728175,0,2.792718246,0,0,0,0,45.0-119.0,45,119,4.351658494,161.6666985,227.5966949,284.5516968,255.5664902,-3.364866654,7.092366596,19.73996607,9.799899817,-9.879300117,-5.634900093,11.55210018,-1.731400013,2.980700016,20.93719864,27.72529984,22.97109985,-7.071433226,0.990499943,14.7384332,5.706833263,0.285399824,0.363300085,0.211399734,0.194800138,3.755199909,15.63169956,20.83009911,14.69740009,0.001254373,-0.027803487,0.032053508,-0.01865793,-0.076951973,-0.124842678,-0.028912629,-0.126734245,0.076546566,0.107103619,0.087353145,0.03400388,122273.4545,19.30939293,30.95413399,23.16523549,7.724599361,7.901341915,7.783122901,1
163,Crooked Creek Lake,Crooked Creek Dam,Pittsburgh District,LRP,Great Lakes and Ohio River Division,LRD,No,11.13725147,8.067543197,None,0,1.17686273,0,7.778626635,4.944076063,2.675831877,0.914564993,0.259589419,59.04020892,0.532508839,1.127393617,10.47934118,10.85984569,0.211150031,1.01037498,0,7.67784745,4.818366488,2.859839242,1.136769297,0.344473039,60.17167154,0.653436925,1.261364337,13.0193194,6.530735261,0.515802046,285.2666667,1.02209785,0,0,0,100,0,0,0,45.0-119.0,45,119,8.067543197,234.5498962,276.4736938,330.4446869,267.1356964,-0.89230003,9.769099633,21.6595993,11.71776613,-6.938199997,-2.546000004,14.02600002,-0.0003,4.944699764,22.6189003,29.01509857,24.72459984,-5.159233093,2.868466457,15.85243289,6.4400667,0.400200129,0.624799669,0.871299624,0.635100067,4.426099777,16.40749931,21.28809929,16.43159866,0.071644775,0.03539179,0.048038048,0.018035028,-0.022582656,-0.131802714,-0.017667749,-0.118968302,0.1647463,0.162266898,0.138340241,0.196476338,221718.2727,25.44014931,28.59187126,26.74230112,7.324991703,7.602524757,7.50755573,0
215,Curwensville Lake,Curwensville Dam,Baltimore District,NAB,North Atlantic Division,NAD,No,74.62791785,3.127586415,None,0,0.465927104,0,4.991250754,1.860796175,0.597776426,0.164964311,0.647754224,74.20192095,1.070968473,2.236772637,10.80763621,2.101259528,0.852973209,0.67636095,0,4.833733637,1.946715505,0.806837984,0.255199379,0.376297478,73.79113489,0.77198946,1.444497308,9.299558408,5.126852371,0.670822636,372.2,2.127548432,0,0,0,100,0,0,0,45.0-119.0,45,119,3.127586415,241.7936935,284.1554871,326.9176941,283.9177933,-2.441199938,8.297733227,20.23286629,10.23129956,-8.434299469,-3.967999935,12.55709934,-1.186800003,3.377199888,21.24269867,27.65479851,23.07169914,-6.315533161,1.600633343,15.02523295,5.637466431,0.311100125,0.531600058,0.422401011,0.30700013,3.814599991,15.34659958,19.40089989,14.30189991,-0.01067101,-0.04960991,0.02662727,-0.042533661,-0.158270123,-0.121013186,-0.087045379,-0.251898626,0.111565992,0.063135641,0.088016039,0.022623893,128868,28.53724861,51.58898163,32.29428135,6.36498785,7.044442654,6.552376588,1
156,Dale Hollow Lake,Dale Hollow Dam,Nashville District,LRN,Great Lakes and Ohio River Division,LRD,No,45.18018387,107.0790584,None,0,2.551640307,0,4.157728836,1.603477495,0.617743271,0.171650322,0.267067599,65.89666497,1.19340766,1.379221699,20.68625498,1.351132465,0.124010395,1.94592921,0,4.61658468,1.823428309,0.78234814,0.238365115,0.236759963,61.12064016,1.139685909,1.265085345,23.54672907,3.061905168,0.222538931,207.6013514,0.846753187,0,0,0,0.008411561,0,0,99.99158844,45.0-119.0,45,119,107.0790584,360.279686,372.9586868,356.5555954,259.9947968,3.694866578,13.78469944,24.05603282,14.77953243,-3.036399841,2.108500004,16.9048996,2.045699835,10.29139996,25.18019867,30.76719856,27.58129883,-0.757866631,7.529166301,19.02293332,9.305166245,0.376299858,0.495999873,0.343599081,0.384900391,6.791199684,17.0121994,21.34089851,19.32969856,0.002962758,-0.024341428,0.020761754,-0.054505002,-0.148426389,-0.18899533,-0.02933204,-0.15792337,0.120656468,0.09673758,0.069828508,0.04008685,1097738.182,27.20109558,71.64831543,38.71108029,7.475186825,7.807188511,7.55457434,0
53,Dardanelle Lake,Dardanelle Lock & Dam,Little Rock District,SWL,Southwestern Division,SWD,No,0.070011079,105.4120517,Lock and Dam,2,2.491737694,0,3.216459686,1.64030073,0.529224206,0.140266165,0.202499775,58.50796193,1.974851865,2.137134675,24.18297668,2.38134722,2.595239375,2.102535447,0,3.626879638,1.699163835,0.733744062,0.231709542,0.192507697,63.27324263,2.071808306,2.15500756,20.58838289,1.715188523,1.609829866,103.7919463,0.519416548,29.52842154,0,0,14.68350052,0,0,55.78807794,11.0-119.0,11,119,105.4120517,275.9606934,376.1166916,292.2806931,321.2446899,5.322133223,15.80986595,26.53386625,16.63789972,-1.582799911,4.402400017,19.42300034,4.032400131,12.6303997,26.50359917,33.46829987,29.59729958,0.225233316,9.702033202,20.45206642,10.90043275,0.439900011,0.902699888,1.341698527,0.6098001,8.569499969,17.5135994,29.74650002,23.54349899,0.13458054,0.00231184,0.049285082,-0.002079888,0.027608251,-0.07146155,-0.009090898,-0.083470824,0.269335171,0.186890208,0.109575784,0.164746992,1194321.512,5.469906807,26.78554153,9.429919108,6.56673193,6.945202351,6.739455098,1
102,Deer Creek Lake,Deer Creek Dam,Huntington District,LRH,Great Lakes and Ohio River Division,LRD,No,19.91311363,5.14091055,None,0,0.672497453,0,4.135020638,3.71783085,2.720704842,1.202159623,0.229746488,12.78049271,0.072409998,0.364370824,10.24241344,63.44644381,0.415909328,0.866290853,0,5.743357746,4.956179925,3.325272882,1.246382773,0.202233871,28.38504858,0.25356579,0.554106916,12.10319101,41.93723927,0.427130395,249.4285714,0.300780354,0,0,100,0,0,0,0,225.0-325.0,225,325,5.14091055,216.0266914,304.4706955,303.3506927,218.778595,-0.362899999,10.94993273,22.5244325,12.40479962,-6.118799686,-0.742699981,15.99679947,0.584100008,5.169499874,22.8015995,28.9965992,25.42789841,-3.779566526,4.823600054,16.9952666,7.200233062,0.343499929,0.634200037,0.724500895,0.527299762,3.884699821,15.2628994,19.47399902,17.57909966,0.164656789,0.012648847,0.087793644,0.031009629,0.03067185,-0.060721376,-0.040787308,-0.032108541,0.294923205,0.091199704,0.219096839,0.122324668,1006603.727,56.80410004,66.99465179,59.98541894,7.982264996,8.00063324,7.987999253,0
181,DeGray Lake,DeGray Dam,Vicksburg District,MVK,Mississippi Valley Division,MVD,No,91.70833947,48.84377668,Dam,1,3.556447431,0,3.715498545,1.889923963,0.817028005,0.263372393,0.256692485,63.83244593,4.925971924,4.656839754,9.488372838,0.879596873,5.717809865,1.749885779,0,3.438069823,1.937853234,0.657419223,0.188498963,0.205047569,62.71287745,4.933125748,4.517981274,10.07072446,0.329072331,9.259444144,124.9090909,0.552939641,0,0,0,100,0,0,0,4.6-11.0,12,150,48.84377668,344.8638,438.2425995,314.7427979,344.3446884,6.240899881,16.22056643,26.40526644,16.85469977,-0.893700004,4.844799995,19.25039864,4.141600132,13.69740009,26.875,33.2417984,29.71010017,1.254299964,10.42326657,20.76996676,11.59016641,0.37830022,0.632199943,0.784200728,0.376700789,8.930799484,17.67329979,28.0692997,23.16489983,0.051130868,-0.018056063,0.025115441,-0.025629412,-0.002279622,-0.118549471,-0.001866773,-0.107617674,0.199918309,0.033240376,0.077850108,0.063394683,814891.7273,5.53965807,9.243225098,6.984201752,6.625423431,6.777211189,6.705537081,0
182,DeGray Reservoir,DeGray Reregulating Dam,Vicksburg District,MVK,Mississippi Valley Division,MVD,No,94.04236997,1.544733857,Dam,1,1.849797899,0,3.620017629,2.192779481,0.964293524,0.32348155,0.243404207,61.29972951,5.025356483,5.171646985,9.693561253,1.191514797,8.424416682,1.69295219,0,3.444074437,2.153964044,0.725918248,0.205828616,0.214196526,61.55011088,4.985813185,4.68364384,9.058126783,0.382871962,10.90249929,74.25,0.665412392,56.79583574,0,0,43.08849046,0,0,0.1156738,4.6-11.0,4.6,11,1.544733857,348.6138992,434.0736694,309.6066895,337.9697952,6.739699841,16.80166658,26.88229942,17.28676637,-0.409500003,5.458199978,19.84230042,4.438199997,14.23519993,27.52669907,33.60210037,30.23429871,1.755433341,10.898633,21.11889966,11.87656641,0.377900302,0.621800065,0.830699861,0.36220026,9.14209938,18.53229904,28.28699875,23.78089905,0.105416674,0.004247273,0.070549347,-0.06046694,0.024356121,-0.104574184,0.018180868,-0.130707052,0.201989531,0.084540272,0.131263343,0.029545064,814891.7273,5.53965807,5.53965807,5.53965807,6.625423431,6.625423431,6.625423431,0
97,Delaware Lake,Delaware Dam,Huntington District,LRH,Great Lakes and Ohio River Division,LRD,No,0.03117142,4.568974473,None,0,1.041271211,0,5.64340706,6.091227621,4.193199662,1.404688862,0.177997202,13.79825367,0.105693602,0.317080805,8.834599815,57.67346069,0.719119802,0.865308917,0,5.410283879,4.619163783,2.949608408,1.177100146,0.178601975,17.18523689,0.100361312,0.346825619,9.643263015,56.76967679,0.754569274,281,0.120395598,0,0,100,0,0,0,0,225.0-325.0,225,325,4.568974473,204.2906914,284.0647964,317.9116898,222.0766907,-1.173566639,10.30730017,22.2477328,12.06113291,-6.799399853,-1.272400022,15.75,0.601700008,4.268899918,22.3015995,28.76539993,24.9075985,-4.407233159,4.282966415,16.60966682,7.01549987,0.354199886,0.602299988,0.840900838,0.594100237,3.379299879,15.00409985,19.61240005,16.85949898,0.124041704,0.024243591,0.095545313,-0.004715554,0.033177233,-0.048141641,0.000709928,-0.064823826,0.255494084,0.104364085,0.211640213,0.023187647,356547.6364,66.48748779,72.99585724,71.16016329,7.783391953,7.801635742,7.788537637,1
408,Demopolis Lake,Demopolis Lock and Dam,Mobile District,SAM,South Atlantic Division,SAD,No,18.67770057,32.8672948,Lock and Dam,3,2.309269224,0,2.572368024,0.773556001,0.298368348,0.072449734,0.137500831,41.49416865,3.717010411,3.152502504,18.05897641,2.483226638,24.93060322,1.80585104,0,3.189091017,1.219043004,0.565322792,0.176814927,0.17915945,48.91442981,4.698648278,3.716892829,12.53076756,2.195776524,20.80820277,26.02040816,0.163783478,93.04214643,0,0,0,0,0,6.957853568,45.0-119.0,45,119,32.8672948,408.5096893,367.9186935,363.8277969,284.1016922,8.460699558,17.73393281,26.78369967,18.27479935,1.29279995,6.552399635,19.96520042,5.247600079,15.8491993,28.54029846,33.06890106,30.5094986,3.530000051,11.41813278,21.13773346,12.75623322,0.416499943,0.694000125,0.97089982,0.467900097,9.908499718,21.18989944,25.41619873,23.14569855,0.027596918,0.021846901,0.046692053,-0.000511503,-0.083569595,-0.016643106,0.009561056,-0.055930287,0.140600282,0.086381485,0.090204789,0.046528774,690697.8182,14.36725807,55.94864655,33.64089182,7.133607864,7.472421646,7.321777385,0
40,DeQueen Reservoir,DeQueen,Little Rock District,SWL,Southwestern Division,SWD,No,127.5199361,6.807359817,None,0,1.669436798,0,3.199967351,1.292814097,0.354906499,0.089352194,0.218547216,59.79313604,7.763750951,5.959920946,13.17428772,0.029029409,6.454850779,1.738905353,0,2.858704219,1.536999269,0.503145404,0.149099191,0.246255116,56.38773039,5.50688231,4.268186843,18.43784447,1.57799516,6.788252267,134.8,0.441737256,0,0,0,99.76165254,0,0,0.238347458,45.0-119.0,45,119,6.807359817,326.4373856,412.5556946,277.2276917,338.2746964,6.548366388,16.1887331,26.55606588,17.24790001,-1.154600024,4.716300011,19.3451004,4.179800034,14.40229988,26.9686985,33.74839783,30.29439926,1.276366631,10.65043322,20.74136607,11.64173333,0.355199158,0.49060002,0.738500953,0.354300827,9.425299644,16.88570023,29.63669968,24.51499939,0.062770601,0.050173963,0.050681735,0.005070382,-0.021047898,-0.077417223,-0.034083718,-0.062627827,0.165823083,0.186748272,0.261306944,0.146602243,139449.1818,3.55253315,3.983534813,3.56473669,6.701648235,6.808441639,6.704672023,0
311,Detroit Lake,Detroit Dam,Portland District,NWP,Northwestern Division,NWD,No,874.5862705,14.95559633,None,0,0.59947899,0.104782587,0.787725816,0.164336252,0.065386171,0.016241909,0.703221987,63.38508107,9.068007423,22.04766858,2.115052928,0.638659388,0.304356895,0.700239532,0.148305258,1.834709533,1.830465424,1.169450233,0.41503001,1.170850827,47.75263839,11.52665031,15.7398348,9.705831291,6.764567453,1.241426938,493.56,3.325117425,0,0,0,0,0,0,100,21.0-119.0,21,119,14.95559633,902.7729034,543.4057846,109.3007975,572.3418045,3.265899976,8.898733139,17.85586675,10.77039973,-0.240899995,1.009699941,8.326000214,1.912799954,8.271499634,18.76329994,28.00519943,24.05319977,0.754399995,3.697100004,8.837966283,4.958066543,0.223699972,0.263100147,0.852999687,0.263700366,4.282399654,13.91419983,27.80109978,20.97109985,0.009389043,-0.078650431,-0.034869613,0.012914074,-0.072926639,-0.415050438,-0.277987381,-0.024414306,0.087782117,0.036849824,0.065100027,0.038332277,45831.18182,4.645407677,6.429292202,5.194601231,7.452581882,7.583975792,7.521252341,0
107,Dewey Lake,Dewey Dam,Huntington District,LRH,Great Lakes and Ohio River Division,LRD,No,36.54006414,2.866394651,None,0,0.467527451,0,2.683796394,1.957643594,1.197165023,0.454693666,0.493148969,86.18140526,1.877002593,2.05521721,2.598012667,0.001136005,0.033251173,0.546036749,0,3.122861461,2.017442366,1.102972402,0.326250419,0.72615288,84.09254265,1.766116765,2.404131039,3.837110398,0.018127769,0.040255099,220.6666667,1.401939109,0,0,0,100,0,0,0,119.0-225.0,119,225,2.866394651,277.9376907,323.5715866,349.3127899,236.7907944,2.664366643,12.91369979,23.45573362,13.9484992,-3.897599936,0.825800002,16.32970047,1.263800025,8.899899483,24.45679855,29.9762001,26.56609917,-2.02973328,6.087533236,18.41183281,8.54646647,0.417099923,0.726200283,0.574199677,0.538300276,6.582900047,16.83160019,20.71789932,18.10210037,-0.004844652,-0.031037964,0.013512099,-0.062382828,-0.130986691,-0.117900039,-0.133929294,-0.1351845,0.063030335,0.059797801,0.071976008,0.032314364,424336.9091,67.19689178,75.82474518,67.78620377,7.744917393,7.87286377,7.753656569,1
312,Dexter Lake,Dexter Dam,Portland District,NWP,Northwestern Division,NWD,No,795.3944728,3.637188531,Dam,1,1.001213088,0,1.877612776,1.649356014,1.582214001,0.687199071,0.076906049,66.4896806,6.82255111,9.202547191,8.589906888,0.627164103,1.393649106,1.158280505,0.004172223,1.848851404,0.936910506,0.696527576,0.27511605,0.346396484,67.72478691,6.593455057,7.664705198,9.559812196,1.905099939,1.285885951,215.25,1.383649662,93.28543112,0,0,0,0,0,6.71456888,21.0-45.0,21,45,3.637188531,451.6956787,335.3677979,75.15269947,298.3967972,5.466366609,10.36249987,18.12606621,12.20843299,1.487999916,2.815500021,9.22369957,3.698099852,10.92669964,19.18470001,27.49479866,24.42229843,2.720066627,5.630233208,10.68389988,7.325366338,0.210300073,0.471700907,0.933199465,0.390500695,5.495399952,12.10229969,23.59319878,19.40029907,-0.062424602,-0.100557563,-0.075329892,-0.060724171,-0.141682373,-0.217668479,-0.16512995,-0.210317693,0.01190532,-0.027695675,0.029802348,0.033188935,202633.1918,4.651253223,5.832071304,5.55321837,7.544239044,7.550091743,7.545621173,0
42,Dierks Reservoir,Dierks Dam,Little Rock District,SWL,Southwestern Division,SWD,No,129.2704676,6.114638879,None,0,1.200314409,0,3.620627993,1.313479,0.374664701,0.093236427,0.285064023,59.31380789,7.482082527,5.560794516,15.19431253,0.027686457,5.533929525,2.050896294,0,3.068687697,1.500730025,0.540810077,0.166972369,0.245634908,59.08333994,5.257737483,3.99803807,16.51899367,1.436458475,6.131700999,173.6,0.363884013,0,0,0,100,0,0,0,21.0-119.0,21,119,6.114638879,331.6225891,416.4217987,300.7347946,344.3756943,6.207733154,15.91236655,26.30016518,16.91493289,-1.325199962,4.374000072,19.01019859,3.876999855,13.93069935,26.83259964,33.57040024,30.07169914,1.147399971,10.2775329,20.52969996,11.48280001,0.325500011,0.577701151,0.720199525,0.352600306,9.127399445,17.22309875,29.72739983,24.27470016,0.073205331,0.05336192,0.058344776,0.023930842,0.00189312,-0.067463803,0.019771323,-0.062678434,0.140166657,0.192555736,0.136872828,0.180030428,159440.4545,2.660487175,4.013240337,3.063524689,6.706811905,6.784631729,6.770138725,0
